name,affiliated_committee_name,committee_id
ENGIE NORTH AMERICA INC. PAC (ENA PAC),ENGIE NORTH AMERICA INC.,C00375568
"CRYOLIFE, INC. PAC","CRYOLIFE, INC.",C00386771
ARCADIS U.S. INC. POLITICAL ACTION COMMITTEE (ARCADIS PAC),ARCADIS U.S. INC.,C00388983
SYNIVERSE TECHNOLOGIES POLITICAL ACTION COMMITTEE (PAC),,C00395186
VGM MANAGEMENT LTD PAC (VGMPAC),VGM MANAGEMENT LTD,C00402545
EDWARDS LIFESCIENCES POLITICAL ACTION COMMITTEE (A.K.A. EDWARDS PAC),EDWARDS LIFESCIENCES,C00411900
KB HOME AMERICAN DREAM PAC,KB HOME,C00417139
CALIFORNIA COAST CREDIT UNION FEDERAL PAC,CALIFORNIA COAST CREDIT UNION,C00417774
BANCWEST CORPORATION POLITICAL ACTION COMMITTEE,,C00418764
RUSSELL INVESTMENT GROUP FEDERAL POLITICAL ACTION COMMITTEE,RUSSELL INVESTMENT GROUP,C00421016
ACME BRICK COMPANY GOOD GOVERNMENT FUND FOR FEDERAL ELECTIONS,BERKSHIRE HATHAWAY ENERGY COMPANY PAC,C00424010
SOUTHWEST BUSINESS CORPORATION PAC (SWBCPAC),SOUTHWEST BUSINESS CORPORATION,C00427195
CURA STRATEGIES PAC,CURA STRATEGIES,C00758896
UNIVISION COMMUNICATIONS INC. POLITICAL ACTION COMMITTEE,"UNIVISION COMMUNICATIONS, INC.",C00435735
BLUE CROSS BLUE SHIELD OF ALABAMA PAC,BLUE CROSS BLUE SHIELD OF ALABAMA,C00457242
QWIKCOMPLIANCE INC PAC (QWIKCOMPLIANCE PAC),,C00552232
"MAGNA US HOLDING, INC. POLITICAL ACTION COMMITTEE (AKA 'MAGNA VOICE ENGAGEMENT FUND' OR 'MAGNA PAC')","MAGNA US HOLDING, INC.",C00469502
SEAWORLD PARKS & ENTERTAINMENT INC. PAC,SEAWORLD PARKS & ENTERTAINMENT INC.,C00501163
VILLAGEMD PAC,VILLAGEMD,C00743344
"NOVOLEX HOLDINGS, LLC RESPONSIBLE GOVERNMENT FUND","NOVOLEX HOLDINGS, LLC",C00508127
CELGENE CORPORATION POLITICAL ACTION COMMITTEE,CELGENE CORPORATION,C00514331
MASSACHUSETTS BLUE PAC OF BLUE CROSS BLUE SHIELD OF MASSACHUSETTS,,C00523217
"COCA-COLA CONSOLIDATED, INC. POLITICAL ACTION COMMITTEE","COCA-COLA CONSOLIDATED, INC.",C00540104
ZOETIS INC. PAC AKA ZOETIS PAC,ZOETIS INC.,C00541177
HESS CORPORATION POLITICAL ACTION COMMITTEE (HESS PAC),HESS CORPORATION,C00557322
AMERICAN APPAREL INC DEFENSE READINESS PAC,"AMERICAN APPAREL, INC.",C00486431
"AMERICAN MULTI-CINEMA, INC. THEATRES (AMC THEATRES) POLITICAL ACTION COMMITTEE","AMERICAN MULTI-CINEMA, INC.",C00653014
FENNEMORE CRAIG P.C. PAC,FENNEMORE CRAIG P.C. PAC,C00657908
"CONN APPLIANCES, INC. EMPLOYEES PAC (CONN'S PAC)","CONN APPLIANCES, INC.",C00660027
ONEMAIN HOLDINGS INC. PAC,ONEMAIN HOLDINGS INC.,C00682492
DROPBOX INC PAC,"DROPBOX, INC.",C00695304
MILLIKEN & COMPANY PAC,MILLIKEN & COMPANY,C00697375
"MARTINFEDERAL CONSULTING, LLC POLITICAL ACTION COMMITTEE (MARTINFED PAC)","MARTINFEDERAL CONSULTING, LLC",C00697821
LINDE NORTH AMERICA INC ALLIANCE FOR GOOD GOVERNMENT (LINDE PAC),"LINCARE HOLDINGS, INC. EMPLOYEE ACTION FUND (LINCARE EMPLOYEE ACTION FUND)",C00471193
AIRBNB INC. PAC (AIRBNB PAC),AIRBNB INC.,C00731000
"TELADOC HEALTH, INC. POLITICAL ACTION COMMITTEE","TELADOC HEALTH, INC.",C00579359
KISH BANK POLITICAL ACTION COMMITTEE,KISH BANK,C00757260
CANOPY GROWTH CORP. EMPLOYEES POLITICAL FORUM,CANOPY GROWTH CORPORATION,C00771592
HALLMARK CARDS PAC,"HALLMARK CARDS, INC.",C00000059
OLIN CORPORATION GOOD GOVERNMENT FUND,OLIN CORPORATION,C00002790
FMC CORPORATION GOOD GOVERNMENT PROGRAM,FMC CORPORATION,C00033704
"DIAGEO NORTH AMERICA, INC.  EMPLOYEES' POLITICAL PARTICIPATION COMMITTEE","DIAGEO NORTH AMERICA, INC.",C00034470
CLEVELAND-CLIFFS  INC. POLITICAL ACTION COMMITTEE (CLIFFSPAC),CLEVELAND-CLIFFS INC.,C00039016
METLIFE INC. EMPLOYEES' POLITICAL PARTICIPATION FUND A,METLIFE INC.,C00040923
BANK OF AMERICA CORPORATION STATE AND FEDERAL PAC,BANK OF AMERICA CORPORATION,C00043489
FORD MOTOR COMPANY CIVIC ACTION FUND,FORD MOTOR COMPANY,C00046474
MCDONALDS CORPORATION POLITICAL ACTION COMMITTEE,MCDONALDS CORPORATION,C00063164
WISCONSIN PHYSICIANS SERVICE INSURANCE CORPORATION POLITICAL ACTION COMMITTEE,WISCONSIN PHYSICIANS SERVICE INSURANCE CORPORATION,C00718445
EXELON CORPORATION POLITICAL ACTION COMMITTEE (EXELON PAC),EXELON CORPORATION,C00141218
MISSISSIPPI POWER COMPANY FEDERAL PAC,MISSISSIPPI POWER COMPANY FEDERAL PAC A/K/A/ MS PWR CO EMP COMM FOR RESP FED GOV,C00144147
CROWLEY MARITIME CORPORATION FEDERAL PAC,CROWLEY MARITIME CORPORATION FEDERAL PAC,C00147231
CHS INC. POLITICAL ACTION COMMITTEE,CHS INC.,C00149104
MCGLINCHEY STAFFORD POLITICAL ACTION COMMITTEE (MACPAC),MCGLINCHEY STAFFORD MINTZ CELLINI LANG,C00168120
MINE SAFETY APPLIANCES COMPANY POLITICAL ACTION COMMITTEE (MSA POLITICAL ACTION COMMITTEE),MINE SAFETY APPLIANCES COMPANY,C00173344
ARKEMA INC POLITICAL ACTION COMMITTEE,ARKEMA INC,C00182980
STANDARD INSURANCE COMPANY POLITICAL ACTION COMMITTEE (STAN-PAC),STANDARD INSURANCE COMPANY,C00193169
"DENTONS COHEN & GRIGSBY P.C., POLITICAL ACTION COMMITTEE",DENTONS COHEN & GRIGSBY P.C.,C00195362
LEGG MASON INC POLITICAL ACTION COMMITTEE,,C00195586
FLEISHMAN-HILLARD INC. PAC,NONE,C00200659
TEXAS INDUSTRIES INC POLITICAL ACTION COMM,"TEXAS INDUSTRIES, INC.",C00176388
VECTREN CORPORATION EMPLOYEES FEDERAL PAC,"CENTERPOINT ENERGY, INC. POLITICAL ACTION COMMITTEE",C00240069
APRIA HEALTHCARE LLC POLITICAL ACTION COMMITTEE,APRIA HEALTHCARE LLC,C00240218
TOTAL ADMINISTRATIVE SERVICES CORPORATION POLITICAL ACTION COMMITTEE,TOTAL ADMINISTRATIVE SERVICES CORPORATION,C00689141
BAE SYSTEMS INC. POLITICAL ACTION COMMITTEE (BAE SYSTEMS USA PAC),"BAE SYSTEMS, INC.",C00281212
"MARRIOTT INTERNATIONAL, INC. POLITICAL ACTION COMMITTEE","MARRIOTT INTERNATIONAL, INC.",C00284810
"POWERS, PYLES, SUTTER & VERVILLE PC PAC","POWERS, PYLES, SUTTER & VERVILLE PC",C00302687
OUR REVOLUTION PAC,OUR REVOLUTION,C00676684
FBL FINANCIAL GROUP INC PAC,"FBL FINANCIAL GROUP, INC.",C00317297
"SALEM MEDIA GROUP POLITICAL ACTION COMMITTEE (SALEM MEDIA GROUP, INC.)","SALEM MEDIA GROUP, INC.",C00321158
ARVEST BANK GROUP INC PAC INC,"ARVEST BANK GROUP, INC.",C00336768
DAVITA INC. POLITICAL ACTION COMMITTEE (DAPAC),DAVITA INC.,C00340943
CENTRUS ENERGY CORP. PAC,CENTRUS ENERGY CORP.,C00355719
CALIFORNIA WATER SERVICE GROUP POLITICAL ACTION COMMITTEE,CALIFORNIA WATER SERVICE COMPANY,C00357608
"SMITHFIELD FOODS INC POLITICAL ACTION COMMITTEE, (HAMPAC)",SMITHFIELD FOODS INC.,C00359075
CHARLES SCHWAB CORPORATION POLITICAL ACTION COMMITTEE,CHARLES SCHWAB CORPORATION,C00370114
WORLD ACCEPTANCE CORPORATION POLITICAL ACTION COMMITTEE,WORLD ACCEPTANCE CORPORATION,C00370577
DYNETICS INC POLITCAL ACTION COMMITTEE,LEIDOS INC. POLITICAL ACTION COMMITTEE,C00380709
SECURITY FINANCE CORPORATION OF SPARTANBURG AND AFFILIATES POLITICAL ACTION COMMITTEE,SECURITY FINANCE CORPORATION OF SPARTANBURG,C00387753
CC SERVICES INC COUNTRY POLITICAL ACTION COMMITTEE,CC SERVICES INC,C00390971
THE NATIONAL RIGHT TO WORK COMMITTEE PAC,THE NATIONAL RIGHT TO WORK COMMITTEE,C00395533
"MAGELLAN MIDSTREAM HOLDINGS GP, LLC POLITICAL ACTION COMMITTEE","MAGELLAN MIDSTREAM HOLDINGS GP, LLC",C00397711
MAUI LAND AND PINEAPPLE COMPANY INC FEDERAL PAC,"MAUI LAND & PINEAPPLE COMPANY, INC.",C00401380
KEY ENERGY SERVICES INC POLITICAL ACTION COMMITTEE,"KEY ENERGY SERVICES, INC.",C00403105
GENWORTH FINANCIAL INC AND ENACT POLITICAL ACTION COMMITTEE,GENWORTH FINANCIAL INC,C00404194
PCG (PERFORMANCE CONTACTING GROUP) EMPLOYEE OWNERS PAC,"PERFORMANCE CONTRACTING GROUP, INC.",C00659060
OVERSEAS SHIPHOLDING GROUP INC PAC,OVERSEAS SHIPHOLDING GROUP INC,C00411389
"GIBBONS P.C. PAC, INC.",GIBBONS P.C.,C00412635
"MWW GROUP INC POLITICAL ACTION COMMITTEE, THE","MWW GROUP, INC.",C00413575
"SPOK, INC. PAC","SPOK, INC. PAC",C00423855
CIRRUS DESIGN CORPORATION PAC AKA CIRRUS AIRCRAFT PAC,NONE,C00656835
OVINTIV USA INC. PAC,OVINTIV USA INC.,C00431932
GEORGIA OILMEN'S ASSOCIATION INC PAC (GOAPAC),GEORGIA OILMEN'S ASSOC INC,C00319194
ARCH CAPITAL GROUP (US) INC. POLITICAL ACTION COMMITTEE,ARCH CAPITAL GROUP (US) INC.,C00433912
TAKEDA PHARMACEUTICALS AMERICA INC. POLITICAL ACTION COMMITTEE,"TAKEDA PHARMACEUTICALS AMERICA, INC.",C00441733
BARCLAYS GROUP US INC. POLITICAL ACTION COMMITTEE,BARCLAYS GROUP US INC.,C00448852
LOUISIANA HEALTH SERVICE & INDEMNITY COMPANY DBA BLUE CROSS & BLUE SHIELD OF LOUISIANA PAC,,C00651265
LIFECARE HOLDINGS LLC POLITICAL ACTION COMMITTEE (LIFECARE PAC),LIFECARE HOLDINGS LLC,C00650044
ASURION LLC POLITICAL ACTION COMMITTEE (ASURION PAC),ASURION LLC,C00450916
ENDO PHARMACEUTICALS INC POLITICAL ACTION COMMITTEE (ENDO PAC),ENDO PHARMACEUTICALS INC.,C00452052
MICHELS CORPORATION PAC INC,,C00454280
YEMENI AMERICAN PUBLIC AFFAIRS COUNCIL-PAC,YEMENI AMERICAN PUBLIC AFFAIRS COUNCIL,C00456897
SWISS RE AMERICA HOLDING CORPORATION POLITICAL ACTION COMMITTEE,SWISS RE AMERICA HOLDING CORPORATION,C00462564
SOLERS INC PAC,SOLERS INC,C00467167
PLYMOUTH ENERGY LLC PAC,PLYMOUTH ENERGY LLC PAC,C00483974
COALITION FOR SOCIAL JUSTICE INC PAC,COALITION FOR SOCIAL JUSTICE INC,C00485839
"CHS/COMMUNITY HEALTH SYSTEMS, INC. POLITICAL ACTION CMTE (CHS PAC)","CHS/COMMUNITY HEALTH SYSTEMS, INC.",C00485896
OHIO RURAL WATER ASSOCIATION PAC,OHIO RURAL WATER ASSOCIATION,C00491704
S&P GLOBAL INC. POLITICAL ACTION COMMITTEE,S&P GLOBAL INC.,C00494682
NAMMO TALLEY INC EMPLOYEES SECURING THE FUTURE PAC,,C00502625
WISCONSIN FAMILY ACTION FEDERAL PAC,WISCONSIN FAMILY ACTION FEDERAL PAC,C00506089
TARGA RESOURCES CORP. FEDERAL PAC,TARGA RESOURCES CORP.,C00510016
STANDARD AERO (SAN ANTONIO) INC. POLITICAL ACTION COMMITTEE,STANDARD AERO (SAN ANTONIO) INC.,C00510149
C.H. ROBINSON WORLDWIDE INC. PAC,C.H. ROBINSON WORLDWIDE INC.,C00512673
"SURGERY PARTNERS, INC. POLITICAL ACTION COMMITTEE","SURGERY PARTNERS, INC.",C00520833
CENTURY ALUMINUM COMPANY PAC,CENTURY ALUMINUM COMPANY,C00555532
GENIE ENERGY POLITICAL ACTION COMMITTEE,GENIE ENERGY LTD,C00558718
HEALTHCARE MEDIA OSTEOARTHRITIS RELIEF PAC,HEALTHCARE MEDIA OSTEOARTHRITIS RELIEF PAC,C00624445
PLUG POWER INC PAC,PLUG POWER INC,C00621011
ENABLE MIDSTREAM SERVICES LLC POLITICAL ACTION COMMITTEE,OGE ENERGY CORP EMPLOYEES POLITICAL ACTION COMMITTEE,C00620914
DPWN HOLDINGS (USA) INC/DHL POLITICAL ACTION COMMITTEE,,C00417915
SYNCHRONY FINANCIAL EMPLOYEES POLITICAL ACTION COMMITTEE (SYNCPAC),SYNCHRONY FINANCIAL,C00589119
"RESPONSIBLE FEDERAL GOVERNMENT COMMITTEE OF GULF POWER COMPANY EMPLOYEES, INC.",GULF POWER COMPANY,C00610782
"HORIZON HEALTHCARE SERVICES, INC.-HORIZON BCBSNJ FEDERAL PAC INC.",BLUEPAC - BLUE CROSS BLUE SHIELD ASSOCIATION PAC,C00639245
GARMIN INTERNATIONAL INC POLITICAL ACTION COMMITTEE,GARMIN INTERNATIONAL,C00660894
CNX RESOURCES CORPORATION POLITICAL ACTION COMMITTEE (CNX PAC),CNX RESOURCES CORPORATION,C00660902
GLOBALSTAR INC POLITICAL ACTION COMMITTEE,"GLOBALSTAR, INC.",C00667824
"ADVANCED DRAINAGE SYSTEMS, INC. PAC","ADVANCED DRAINAGE SYSTEMS, INC.",C00691634
LIVERAMP INC.'S COMMITTEE PROMOTING ETHICAL DATA USAGE (RAMPAC),"LIVERAMP, INC.",C00692384
THE KEYW CORPORATION PAC,THE KEYW CORPORATION,C00693507
"IRAQ AND AFGHANISTAN VETERANS OF AMERICA ACTION FUND, INC. PAC","IRAQ AND AFGHANISTAN VETERANS OF AMERICA ACTION FUND, INC.",C00704445
DIVERSIFED GAS & OIL CORPORATION PAC,DIVERSIFIED GAS AND OIL CORPORATION,C00705996
THE DIASPORA HEALTH POLITICAL ACTION COMMITTEE,THE EVERWILD FOUNDATION,C00716837
W.R. GRACE & CO. POLITICAL ACTION COMMITTEE (GRACEPAC),W.R. GRACE & CO.,C00594127
UBS AMERICAS INC. POLITICAL ACTION COMMITTEE (UBS PAC),UBS AMERICAS INC.,C00012245
"ARTHRITIS KNEE PAIN CENTERS, LLC OSTEOARTHRITIS RELIEF PAC","ARTHRITIS KNEE PAIN CENTERS, LLC",C00774075
"FLOWERS FOODS, INC. POLITICAL ACTION COMMITTEE",FLOWERS FOODS INC.,C00033555
ALLSTATE INSURANCE COMPANY PAC,ALLSTATE INSURANCE COMPANY,C00040253
AUSTIN INDUSTRIES COMPANIES POLITICAL ACTION COMMITTEE,AUSTIN INDUSTRIES COMPANIES POLITICAL ACTION COMMITTEE,C00093179
UNITED PARCEL SERVICE INC. PAC,UNITED PARCEL SERVICE INC.,C00064766
"CF INDUSTRIES, INC. EMPLOYEES' GOOD GOVERNMENT FUND","CF INDUSTRIES, INC.",C00076588
CONCERNED HEALTHCARE EXECUTIVES PAC,NONE,C00680652
"GRAY, PLANT, MOOTY, MOOTY & BENNETT P A PUBLIC AFFAIRS COMMITTEE",NONE,C00099473
ASH GROVE CEMENT POLITICAL ACTION COMMITTEE,,C00102517
"BECHTEL GROUP, INC. POLITICAL ACTION COMMITTEE (BECHTEL POLITICAL ACTION COMMITTEE)",BECHTEL,C00103697
LENNOX EMPLOYEE ADVOCACY PROGRAM LENNOX INTERNATIONAL INC,NONE,C00116996
JACOBS ENGINEERING GROUP INC. POLITICAL ACTION COMMITTEE (JACOBS PAC),JACOBS ENGINEERING GROUP INC.,C00142299
MACY'S INC. RETAIL ISSUES FUND,,C00144311
PROTECTIVE LIFE CORPORATION FEDERAL POLITICAL ACTION COMMITTEE ('PROTECTPAC'),PROTECTIVE LIFE CORPORATION,C00161414
OLD NATIONAL BANK PAC,OLD NATIONAL BANK,C00165282
STEPHENS INC. FEDERAL POLITICAL ACTION COMMITTEE,STEPHENS INC,C00166553
TYSON FOODS INC POLITICAL ACTION COMMITTEE (TYPAC),TYSON FOODS INC.,C00169821
"FEDERAL BIPARTISAN VOLUNTARY PUBLIC AFFAIRS COMMITTEE OF THE PNC FINANCIAL SERVICES GROUP, INC. (PNC","BIPARTISAN VOLUNTARY PUBLIC AFFAIRS COMMITTEE OF THE PNC FINANCIAL SERVICES GROUP, INC. (PNC PAC)",C00186064
MAERSK INC. POLITICAL ACTION COMMITTEE (MAERSK PAC),MAERSK INC.,C00217471
SERVICES GROUP OF AMERICA POLITICAL ACTION COMMITTEE (SGA PAC),SERVICES GROUP OF AMERICA POLITICAL ACTION COMMITTEE (SGA PAC),C00224618
VISTRA EMPLOYEE POLITICAL ACTION COMMITTEE OF VISTRA CORP.,VISTRA CORP.,C00226548
WERNER ENTERPRISES INC POLITICAL ACTION COMMITTEE,WERNER ENTERPRISES INC,C00236034
INDIANA RIGHT TO LIFE POLITICAL ACTION COMMITTEE INC,INDIANA RIGHT TO LIFE INC,C00248898
"SPARK THERAPEUTICS, INC. PAC (SPARK PAC)","SPARK THERAPEUTICS, INC.",C00662718
INTERNATIONAL BANK OF COMMERCE COMMITTEE FOR IMPROVEMENT AND BETTERMENT OF THE COUNTRY,INTERNATIONAL BANK OF COMMERCE,C00276592
PERMA-FIX ENVIRONMENTAL SERVICES INC POLITICAL ACTION COMMITTEE,PERMA-FIX ENVIRONMENTAL SERVICES INC,C00516518
SAFELITE GROUP INC. PAC (AKA SAFELITE PAC),SAFELITE GROUP INC.,C00526509
FLORIDA EAST COAST RAILWAY LLC PAC AKA FECR PAC,,C00529966
PROFESSIONAL REAL ESTATE INVESTORS AND MANAGERS ALLIANCE PAC (PREIMA-PAC),PROFESSIONAL REAL ESTATE INVESTORS AND MANAGERS ALLIANCE,C00546895
CARDTRONICS INC POLITICAL ACTION COMMITTEE (CATM-PAC),CARDTRONICS INC.,C00553495
"MIMEDX GROUP, INC. PAC","MIMEDX GROUP, INC.",C00557298
PDC ENERGY INC PAC,PDC ENERGY INC,C00558759
O. C. TANNER COMPANY POLITICAL ACTION COMMITTEE,O.C. TANNER COMPANY,C00558809
BEAZER HOMES USA INC POLITICAL ACTION COMMITTEE (BEAZER HOMES PAC),"BEAZER HOMES USA, INC.",C00559294
CHUGACH ALASKA CORPORATION PAC (CAC PAC),CHUGACH ALASKA CORPORATION,C00564377
MALLINCKRODT LLC POLITICAL ACTION COMMITTEE,,C00569152
"ELEKTA HOLDINGS US, INC. POLITICAL ACTION COMMITTEE ('ELEKTAPAC')","ELEKTA HOLDINGS, INC.",C00570895
OUR GLOBAL COMMONS ACTION FUND,OUR GLOBAL COMMONS,C00764514
"HAIER US APPLIANCE SOLUTIONS, INC., DBA GE APPLIANCES POLITICAL ACTION COMMITTEE","HAIER US APPLIANCE SOLUTIONS, INC",C00616938
STARKEY PAC,STARKEY LABORATORIES INC,C00676544
JACKSON HOLDINGS LLC AND JACKSON NATIONAL LIFE INSURANCE COMPANY FEDERAL SSF (JACKSON NATIONAL FEDER,JACKSON HOLDINGS LLC AND JACKSON NATIONAL LIFE INSURANCE COMPANY SEPARATE SEGREGATED FUND (JACKSON N,C00686055
"KRATOS DEFENSE & SECURITY SOLUTIONS, INC. POLITICAL ACTION COMMITTEE (KRATOS PAC)","KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",C00686709
BOLD OCEAN LLC PAC,BOLD OCEAN LLC,C00690693
THE GUIDEHOUSE INC. POLITICAL ACTION COMMITTEE (GUIDEHOUSE PAC),GUIDEHOUSE INC.,C00740605
"FAIRBANKS MORSE, LLC POLITICAL ACTION COMMITTEE","FAIRBANKS MORSE, LLC",C00743435
POINTCLICKCARE TECHNOLOGIES USA CORP POLITICAL ACTION COMMITTEE,POINTCLICKCARE TECHNOLOGIES USA CORP,C00760058
"VECTRUS, INC. POLITICAL ACTION COMMITTEE","VECTRUS, INC.",C00760710
"ZF AUTOMOTIVE US, INC. POLITICAL ACTION COMMITTEE (A/K/A ZF AUTOMOTIVE US PAC)","ZF AUTOMOTIVE US, INC.",C00025536
BLUECROSS BLUESHIELD OF TENNESSEE INC POLITICAL ACTION COMMITTEE (BCBSTN PAC),BLUE CROSS BLUE SHIELD OF ALABAMA PAC,C00503003
"PENNEYPAC - J.C.PENNEY CORP., INC. POLITICAL ACTION COMMITTEE",JCPENNEY COPORATION,C00042895
TATE AND LYLE PAC OF TATE AND LYLE INGREDIENTS AMERICAS INC,,C00056564
CME GROUP INC. PAC,"CME GROUP, INC.",C00076299
IDA-PAC POLITICAL ACTION COMMITTEE,NONE,C00083832
"L3HARRIS TECHNOLOGIES, INC. PAC","L3HARRIS TECHNOLOGIES, INC.",C00100321
EVERSOURCE ENERGY POLITICAL ACTION COMMITTEE (EVERSOURCEPAC),EVERSOURCE ENERGY,C00102160
TEXTRON INC. POLITICAL ACTION COMMITTEE,BEECHCRAFT INC. POLITICAL ACTION COMMITTEE (BEECHCRAFT PAC),C00123612
"AEROJET ROCKETDYNE, INC PAC",AEROJET ROCKETDYNE INC.,C00129122
CENTRAL PACIFIC BANK FED PAC AKA; CPB PAC-FED,,C00130385
SOUTHERN COMPANY EMPLOYEES PAC,SOUTHERN COMPANY,C00144774
VALMONT INDUSTRIES (INC) POLITICAL ACTION COMMITTEE,VALMONT INDUSTRIES (INC) POLITICAL ACTION COMMITTEE,C00152843
FLORIDA RIGHT TO LIFE POLITICAL ACTION COMMITTEE,FLORIDA RIGHT TO LIFE INC,C00155564
HUNTINGTON BANCSHARES INC. POLITICAL ACTION COMMITTEE  (HBI-PAC),HUNTINGTON BANCSHARES INC.,C00165589
"CLECO POLITICAL ACTION COMMITTEE, CLECO CORPORATION",CLECO CORPORATION,C00165878
"BLUE BELL CREAMERIES USA, INC PAC","BLUE BELL CREAMERIES USA, INC PAC",C00166892
UNS ENERGY CORPORATION PAC (UNS ENERGY PAC),UNS ENERGY CORPORATION,C00524769
"THE PHOENIX COMPANIES, INC. - PAC FEDERAL","THE PHOENIX COMPANIES, INC.",C00168203
JCM PROPERTIES LP PAC,JCM PROPERTIES L P,C00446294
"FIRST MIDWEST BANCORP, INC GOVERNMENT AFFAIRS FUND",,C00192906
NORTHROP GRUMMAN INNOVATION SYSTEMS INC. POLITICAL ACTION COMMITTEE AKA OAPAC,NORTHROP GRUMMAN INNOVATION SYSTEMS INC.,C00250209
AMGEN INC. POLITICAL ACTION COMMITTEE,AMGEN INC.,C00251876
JACKSON HOLDINGS LLC AND JACKSON NATIONAL LIFE INSURANCE COMPANY SEPARATE SEGREGATED FUND (JACKSON N,JACKSON HOLDINGS LLC AND JACKSON NATIONAL LIFE INSURANCE COMPANY FEDERAL SSF (JACKSON NATIONAL FEDER,C00254953
HALL RENDER KILLIAN HEATH & LYMAN PC EMPLOYEE PAC  AKA HALLWAY PAC FEDERAL,NONE,C00552083
"PUTNAM INVESTMENTS, LLC POLITICAL ACTION COMMITTEE ('PUTNAM PAC')","PUTNAM INVESTMENTS, LLC",C00289595
CLEVELAND-CLIFFS INC. POLITICAL ACTION COMMITTEE,CLEVELAND-CLIFFS INC,C00290973
"RADIAN GROUP, INC. POLITICAL ACTION COMMITTEE (RAD PAC)","RADIAN GROUP, INC.",C00302166
GALLAGHER & KENNEDY GOOD GOVERNMENT COMMITTEE,NONE,C00318899
WAFFLE HOUSE INC POLITICAL ACTION COMMITTEE (WAFFLE HOUSE PAC),"WAFFLE HOUSE, INC",C00326330
QUEST DIAGNOSTICS INCORPORATED POLITICAL ACTION COMMITTEE,QUEST DIAGNOSTICS INCORPORATED,C00329185
HOMESTREET INC POLITICAL ACTION COMMITTEE (HOMESTREET PAC),HOMESTREET INC.,C00329631
GERDAU AMERISTEEL US INC. (GERDAU PAC),GERDAU AMERISTEEL US INC.,C00567263
MATTEL INC. POLITICAL ACTION COMMITTEE,MATTEL INC.,C00340224
SOUTHWEST AIRLINES CO. FREEDOM FUND,SOUTHWEST AIRLINES CO,C00341602
GOVERNMENT EMPLOYEES INSURANCE COMPANY POLITICAL ACTION COMMITTEE,BERKSHIRE HATHAWAY ENERGY COMPANY PAC,C00343749
CAPOZZI ADLER PAC,,C00572826
AMERICAN ENTERPRISE MUTUAL HOLDING COMPANY PAC,AMERICAN ENTERPRISE MUTUAL HOLDING COMPANY PAC,C00367524
SIERRA NEVADA CORPORATION PAC,SIERRA NEVADA CORPORATION,C00367995
TRUIST FINANCIAL CORPORATION FEDERAL PAC (FORMERLY SUNTRUST BANKS INC. POLITICAL ACTION COMMITTEE),TRUIST FINANCIAL CORPORATION,C00386524
FC COMPASSUS LLC PAC,FC COMPASSUS LLC,C00581728
"FISERV, INC. POLITICAL ACTION COMMITTEE (FISERV PAC)","FISERV, INC.",C00583336
HANSON PROFESSIONAL SERVICES INC PAC,,C00406124
MECHANICAL TECHNOLOGY INC POLITICAL ACTION COMMITTEE,,C00408971
CERNER CORPORATION PAC,CERNER CORPORATION,C00410589
CAMPBELL SOUP COMPANY PAC CAMPBELL PAC,CAMPBELL SOUP COMPANY,C00415166
CHIANG PATEL AND YERBY INC PAC,NONE,C00420125
"WYNDHAM DESTINATIONS, INC POLITICAL ACTION COMMITTEE","WYNDHAM DESTINATIONS, INC",C00424374
UNIGROUP INC POLITICAL ACTION COMMITTEE,"UNIGROUP, INC.",C00435909
BUTTERBALL POLITICAL ACTION COMMITTEE INC,SEABOARD CORPORATION POLITICAL ACTION COMMITTEE,C00442046
SUNPOWER CORPORATION POLITICAL ACTION COMMITTEE,SUNPOWER CORPORATION,C00451575
PHYSICIANS MUTUAL INSURANCE COMPANY PAC,,C00456335
COBHAM HOLDINGS INC. POLITICAL ACTION COMMITTEE 'COBHAM PAC',COBHAM HOLDINGS INC.,C00457051
EHEALTH INC. POLITICAL ACTION COMMITTEE (EHEALTH PAC),EHEALTH INC.,C00459289
"BALDWIN TITLE COMPANY OF LOUISIANA, L.L.C POLITCAL ACTION COMMITTEE","BALDWIN TITLE COMPANY OF LOUISIANA, L.L.C.",C00464982
MERIT MEDICAL SYSTEMS INC EMPLOYEE GOOD GOVERNANCE PAC,MERIT MEDICAL SYSTEMS INC,C00475343
WYNN RESORTS LIMITED INITIATIVE FOR PUBLIC POLICY,"WYNN RESORTS, LIMITED",C00475475
PICTSWEET COMPANY GOOD GOVERNMENT COMMITTEE; THE,NONE,C00479972
AMSURG CORP. GOOD GOVERNMENT FUND,AMSURG CORP.,C00484410
J. H. FLETCHER & CO. POLITICAL ACTION COMMITTEE,J. H. FLETCHER & CO,C00496257
F.N.B. CORPORATION PAC,F.N.B. CORPORATION,C00514026
IRON MOUNTAIN INCORPORATED EMPLOYEES PAC,IRON MOUNTAIN INCORPORATED,C00523936
CAROLINA NEUROSURGERY AND SPINE ASSOCIATES P A PAC,CAROLINA NEUROSURGERY AND SPINE ASSOCIATES P A PAC,C00544841
APEX CLEAN ENERGY INC PAC,APEX CLEAN ENERGY INC,C00577155
SLM CORPORATION PAC (SALLIE MAE PAC),SLM CORPORATION,C00580076
ITG HOLDINGS U.S.A. INC. POLITICAL ACTION COMMITTEE (AKA ITG PAC),ITG HOLDINGS U.S.A. INC,C00587543
